timestamp,price
2025-11-22,1.9021146868918426
2025-11-22,1.8955976420701224
2025-11-22,1.9265689778220159
2025-11-22,1.9255042723250415
2025-11-22,1.9424896740164193
2025-11-22,1.9287150291857913
2025-11-22,1.9287895789845397
2025-11-22,1.9301405051103455
2025-11-22,1.9254696585116813
2025-11-22,1.9350787519940598
2025-11-22,1.9534471232680444
2025-11-22,1.9493257929882195
2025-11-22,1.9580550971618487
2025-11-22,1.9981916639301056
2025-11-22,2.0342169560929224
2025-11-22,2.0302051543360182
2025-11-22,2.0649395761121885
2025-11-22,2.0538898504210694
2025-11-23,2.0403994522324393
2025-11-23,2.0212996908568472
2025-11-23,2.0355004622505883
2025-11-23,2.046574905641864
2025-11-23,2.037304075212848
2025-11-23,2.0285862728327695
2025-11-23,2.0412095094472282
2025-11-23,2.0445275134706464
2025-11-23,2.0414763752470213
2025-11-23,2.0619023652135544
2025-11-23,2.0731322585250993
2025-11-23,2.0485249933465903
2025-11-23,2.0625759195361835
2025-11-23,2.074989730450773
2025-11-23,2.069172304557541
2025-11-23,2.074222537906169
2025-11-23,2.074414161284102
2025-11-23,2.0449210167731326
2025-11-23,2.0538265743631525
2025-11-23,2.0485190763553445
2025-11-23,2.0910489008249256
2025-11-23,2.0800030347983833
2025-11-23,2.0546875136118423
2025-11-23,2.0890106319490123
2025-11-24,2.068521321874029
2025-11-24,2.068657489559899
2025-11-24,2.065697003977728
2025-11-24,2.044025264745762
2025-11-24,2.0590962121053256
2025-11-24,2.058569165789948
2025-11-24,2.0606376853581203
2025-11-24,2.0872464086051163
2025-11-24,2.0636693581050767
2025-11-24,2.0891429774493444
2025-11-24,2.115017514897642
2025-11-24,2.2011090916199905
2025-11-24,2.2192009925532195
2025-11-24,2.2344778601251716
2025-11-24,2.255080310818707
2025-11-24,2.2412668479906417
2025-11-24,2.239270954524234
2025-11-24,2.2241484224164743
2025-11-24,2.2551721828997384
2025-11-24,2.254409772026176
2025-11-24,2.2485620579277343
2025-11-24,2.2397695724420608
2025-11-24,2.2441932599737635
2025-11-24,2.2547136927615075
2025-11-25,2.2363941727883714
2025-11-25,2.2201508364603244
2025-11-25,2.1970760447943296
2025-11-25,2.19768244702435
2025-11-25,2.206160670871662
2025-11-25,2.1983482088327717
2025-11-25,2.2154269151616774
2025-11-25,2.2113208687953487
2025-11-25,2.1771867308662003
2025-11-25,2.188501097373703
2025-11-25,2.193423052393386
2025-11-25,2.1906404826611863
2025-11-25,2.1842384088962548
2025-11-25,2.171199828496574
2025-11-25,2.2063161841411283
2025-11-25,2.189024890867905
2025-11-25,2.204753242745805
2025-11-25,2.1989437346568153
2025-11-25,2.195912879806033
2025-11-25,2.2022319519164015
2025-11-25,2.1931501957417456
2025-11-25,2.1762045482771737
2025-11-25,2.1751750159507015
2025-11-25,2.192607407722073
2025-11-26,2.199034013809944
2025-11-26,2.201100087425416
2025-11-26,2.1884446046835846
2025-11-26,2.176816319287003
2025-11-26,2.1755177415395313
2025-11-26,2.171036351410338
2025-11-26,2.1504698508771836
2025-11-26,2.1605195556875048
2025-11-26,2.1671210103532026
2025-11-26,2.166429560750262
2025-11-26,2.1887074271242297
2025-11-26,2.2334608084327505
2025-11-26,2.2392526227400227
2025-11-26,2.2343882124364343
2025-11-26,2.2246824976407265
2025-11-26,2.22468891807133
2025-11-26,2.2221647637491753
2025-11-26,2.224254821804325
2025-11-26,2.2228002614529094
2025-11-26,2.221006380769496
2025-11-26,2.2257884646774873
2025-11-26,2.210511690699782
2025-11-26,2.2126721389015733
2025-11-26,2.200885580695226
2025-11-27,2.2092714007750125
2025-11-27,2.204710576187324
2025-11-27,2.1989485170899883
2025-11-27,2.198690009570233
2025-11-27,2.1889535803351117
2025-11-27,2.1893559005032452
2025-11-27,2.1758003519045297
2025-11-27,2.180394648421136
2025-11-27,2.182726390998292
2025-11-27,2.20104294998539
2025-11-27,2.2134088217335672
2025-11-27,2.2067342714354217
2025-11-27,2.228504107241591
2025-11-27,2.2238283190193653
2025-11-27,2.230025879926509
2025-11-27,2.213857714363628
2025-11-27,2.204878715259551
2025-11-27,2.1996671847233507
2025-11-27,2.1919222466459685
2025-11-27,2.1736711215168403
2025-11-27,2.183446005833545
2025-11-27,2.186208836595431
2025-11-27,2.1918160264258377
2025-11-27,2.2130111232868965
2025-11-28,2.2022557973623895
2025-11-28,2.19758368484208
2025-11-28,2.2396306585293826
2025-11-28,2.233554259232967
2025-11-28,2.2245416255127664
2025-11-28,2.195583311549072
2025-11-28,2.197415396500548
2025-11-28,2.21924432332103
2025-11-28,2.213990876484095
