timestamp,equity
2025-09-27 23:40:00,10000.0
2025-09-27 23:45:00,9992.0
2025-09-27 23:50:00,9991.988555899012
2025-09-27 23:55:00,9992.192279061854
2025-09-28 00:00:00,9992.508172579626
2025-09-28 00:05:00,9991.78210795022
2025-09-28 00:10:00,9991.599456465388
2025-09-28 00:15:00,9992.35176986611
2025-09-28 00:20:00,9992.87056911094
2025-09-28 00:25:00,9993.46148435724
2025-09-28 00:30:00,9992.526156166894
2025-09-28 00:35:00,9991.98210723893
2025-09-28 00:40:00,9992.46403104724
2025-09-28 00:45:00,9991.643143866782
2025-09-28 00:50:00,9992.215803047218
2025-09-28 00:55:00,9992.033242388587
2025-09-28 01:00:00,9991.88238007317
2025-09-28 01:05:00,9990.975198921686
2025-09-28 01:10:00,9990.975198921686
2025-09-28 01:15:00,9990.975198921686
2025-09-28 01:20:00,9990.975198921686
2025-09-28 01:25:00,9990.975198921686
2025-09-28 01:30:00,9990.975198921686
2025-09-28 01:35:00,9990.975198921686
2025-09-28 01:40:00,9990.975198921686
2025-09-28 01:45:00,9990.975198921686
2025-09-28 01:50:00,9990.975198921686
2025-09-28 01:55:00,9990.975198921686
2025-09-28 02:00:00,9990.975198921686
2025-09-28 02:05:00,9990.975198921686
2025-09-28 02:10:00,9990.975198921686
2025-09-28 02:15:00,9990.975198921686
2025-09-28 02:20:00,9990.975198921686
2025-09-28 02:25:00,9990.975198921686
2025-09-28 02:30:00,9990.975198921686
2025-09-28 02:35:00,9990.975198921686
2025-09-28 02:40:00,9990.975198921686
2025-09-28 02:45:00,9990.975198921686
2025-09-28 02:50:00,9990.975198921686
2025-09-28 02:55:00,9990.975198921686
2025-09-28 03:00:00,9990.975198921686
2025-09-28 03:05:00,9990.975198921686
2025-09-28 03:10:00,9990.975198921686
2025-09-28 03:15:00,9990.975198921686
2025-09-28 03:20:00,9990.975198921686
2025-09-28 03:25:00,9990.975198921686
2025-09-28 03:30:00,9990.975198921686
2025-09-28 03:35:00,9990.975198921686
2025-09-28 03:40:00,9990.975198921686
2025-09-28 03:45:00,9990.975198921686
2025-09-28 03:50:00,9990.975198921686
2025-09-28 03:55:00,9990.975198921686
2025-09-28 04:00:00,9990.975198921686
2025-09-28 04:05:00,9990.975198921686
2025-09-28 04:10:00,9990.975198921686
2025-09-28 04:15:00,9990.975198921686
2025-09-28 04:20:00,9990.975198921686
2025-09-28 04:25:00,9990.975198921686
2025-09-28 04:30:00,9990.975198921686
2025-09-28 04:35:00,9990.975198921686
2025-09-28 04:40:00,9990.975198921686
2025-09-28 04:45:00,9990.975198921686
2025-09-28 04:50:00,9990.975198921686
2025-09-28 04:55:00,9990.975198921686
2025-09-28 05:00:00,9990.975198921686
2025-09-28 05:05:00,9990.975198921686
2025-09-28 05:10:00,9990.975198921686
2025-09-28 05:15:00,9990.975198921686
2025-09-28 05:20:00,9990.975198921686
