timestamp,low,high,open,close,volume
2026-02-19 23:15:00,66819.0,66899.99,66819.0,66895.75,28.14519238
2026-02-19 23:20:00,66895.75,66990.0,66895.76,66961.04,22.71391686
2026-02-19 23:25:00,66927.37,66978.51,66961.05,66974.65,16.6444065
2026-02-19 23:30:00,66900.0,66975.91,66974.64,66938.02,17.71929912
2026-02-19 23:35:00,66876.38,66965.45,66938.02,66952.02,8.73344255
2026-02-19 23:40:00,66907.95,66953.32,66953.32,66939.41,4.60446765
2026-02-19 23:45:00,66888.61,66996.59,66939.41,66924.35,17.77463837
2026-02-19 23:50:00,66875.0,66960.46,66924.37,66960.46,6.12829203
2026-02-19 23:55:00,66925.01,66972.5,66960.46,66972.5,12.27399751
2026-02-20 00:00:00,66910.35,66998.58,66972.49,66935.88,16.93939989
2026-02-20 00:05:00,66922.03,66984.0,66935.87,66955.99,9.88908339
2026-02-20 00:10:00,66923.57,67164.45,66955.99,67153.52,27.26697993
2026-02-20 00:15:00,67120.0,67258.31,67153.52,67140.72,76.42366668
2026-02-20 00:20:00,67114.42,67241.87,67135.05,67214.99,20.43816855
2026-02-20 00:25:00,67179.01,67478.38,67214.98,67360.8,77.94049498
2026-02-20 00:30:00,67225.35,67360.79,67360.79,67245.81,43.47570307
2026-02-20 00:35:00,67232.01,67325.0,67245.81,67297.59,20.50665575
2026-02-20 00:40:00,67215.99,67325.0,67297.59,67250.0,31.0927635
2026-02-20 00:45:00,67211.72,67261.46,67249.0,67218.0,26.60658357
2026-02-20 00:50:00,67173.55,67237.37,67217.99,67197.02,10.11662659
2026-02-20 00:55:00,67183.2,67242.04,67197.03,67195.96,7.84441617
2026-02-20 01:00:00,67184.0,67240.39,67195.37,67229.88,21.29671786
2026-02-20 01:05:00,67226.0,67328.2,67229.88,67279.52,28.50154025
2026-02-20 01:10:00,67259.44,67316.0,67279.52,67299.99,22.51706541
2026-02-20 01:15:00,67179.04,67297.58,67297.58,67188.56,25.62879162
2026-02-20 01:20:00,67124.03,67253.85,67188.55,67126.47,35.4502845
2026-02-20 01:25:00,67114.42,67168.15,67126.47,67168.15,32.48543274
2026-02-20 01:30:00,67160.0,67223.57,67169.55,67221.85,15.9778049
2026-02-20 01:35:00,67213.3,67312.0,67222.33,67273.52,13.68950801
2026-02-20 01:40:00,67273.51,67319.38,67273.52,67294.58,18.08459527
2026-02-20 01:45:00,67188.01,67294.58,67294.58,67215.64,9.57762456
2026-02-20 01:50:00,67132.62,67243.39,67215.63,67189.99,15.54235156
2026-02-20 01:55:00,67189.38,67276.51,67189.38,67253.99,10.21307292
2026-02-20 02:00:00,67224.67,67314.01,67255.43,67309.61,22.40566857
2026-02-20 02:05:00,67271.48,67315.64,67309.61,67281.99,17.32171231
2026-02-20 02:10:00,67216.31,67311.08,67281.99,67248.98,8.88739081
2026-02-20 02:15:00,67220.11,67270.21,67248.97,67269.6,11.00335428
2026-02-20 02:20:00,67153.11,67266.76,67266.76,67201.01,17.42707307
2026-02-20 02:25:00,67142.34,67201.02,67201.02,67166.99,11.09382113
2026-02-20 02:30:00,67166.98,67206.0,67166.99,67198.95,4.60164515
2026-02-20 02:35:00,67198.95,67280.0,67198.95,67267.35,9.19158085
2026-02-20 02:40:00,67222.33,67289.98,67267.35,67280.01,13.99639357
2026-02-20 02:45:00,67246.41,67297.58,67280.01,67272.63,9.13861092
2026-02-20 02:50:00,67209.95,67299.67,67272.62,67231.66,5.50505373
2026-02-20 02:55:00,67204.28,67271.62,67234.36,67209.99,6.39413919
2026-02-20 03:00:00,67209.98,67271.88,67209.99,67268.97,4.45106244
2026-02-20 03:05:00,67219.32,67287.53,67271.04,67258.45,13.14868855
2026-02-20 03:10:00,67236.0,67264.46,67255.45,67243.4,11.72607783
2026-02-20 03:15:00,67208.63,67250.0,67243.41,67235.99,11.02440607
2026-02-20 03:20:00,67235.99,67395.62,67235.99,67352.02,20.65522291
2026-02-20 03:25:00,67352.01,67450.96,67352.01,67382.63,21.34985532
2026-02-20 03:30:00,67312.05,67395.16,67379.59,67348.75,15.92552617
2026-02-20 03:35:00,67348.76,67464.13,67348.76,67448.69,33.9813401
2026-02-20 03:40:00,67262.63,67451.52,67448.69,67299.95,26.8228669
2026-02-20 03:45:00,67266.0,67325.76,67299.94,67290.74,10.31114088
2026-02-20 03:50:00,67285.55,67349.12,67291.56,67349.12,18.09906387
2026-02-20 03:55:00,67318.65,67363.61,67349.11,67332.43,8.63927358
2026-02-20 04:00:00,67214.5,67363.79,67335.09,67288.56,21.70299825
2026-02-20 04:05:00,67247.77,67364.7,67288.55,67298.01,27.25944131
2026-02-20 04:10:00,67268.53,67298.0,67298.0,67296.36,3.65566471
2026-02-20 04:15:00,67132.72,67324.42,67296.37,67146.0,24.05941724
2026-02-20 04:20:00,67076.0,67199.45,67146.0,67186.21,20.70983755
2026-02-20 04:25:00,67172.0,67228.68,67186.21,67195.24,9.06740947
2026-02-20 04:30:00,67135.04,67271.49,67195.23,67249.33,9.8451693
2026-02-20 04:35:00,67208.42,67270.48,67249.33,67269.99,10.23178761
2026-02-20 04:40:00,67241.18,67300.0,67269.98,67273.01,23.79947727
2026-02-20 04:45:00,67206.0,67273.02,67273.02,67248.01,26.00247671
2026-02-20 04:50:00,67233.14,67254.92,67248.01,67234.38,8.07635949
2026-02-20 04:55:00,67189.27,67246.41,67234.37,67236.01,13.51343644
2026-02-20 05:00:00,67225.97,67255.77,67236.01,67254.86,11.90735761
2026-02-20 05:05:00,67177.18,67254.86,67254.86,67207.01,19.94563672
2026-02-20 05:10:00,67207.88,67241.06,67207.89,67231.39,8.77919051
2026-02-20 05:15:00,67225.34,67243.87,67231.38,67229.82,9.64505037
2026-02-20 05:20:00,67229.81,67327.67,67229.82,67325.13,14.47581172
2026-02-20 05:25:00,67318.65,67432.59,67325.12,67380.0,25.92851269
2026-02-20 05:30:00,67380.01,67870.0,67380.01,67870.0,102.18157414
2026-02-20 05:35:00,67738.0,67925.99,67870.0,67819.97,35.87573413
2026-02-20 05:40:00,67759.32,67926.01,67819.98,67885.62,22.05093356
2026-02-20 05:45:00,67851.53,67992.0,67885.61,67950.74,68.01623245
2026-02-20 05:50:00,67804.23,67997.81,67950.75,67804.24,21.83337668
2026-02-20 05:55:00,67704.86,67860.44,67804.24,67766.77,27.68600178
2026-02-20 06:00:00,67676.61,67803.26,67766.77,67740.46,12.08972992
2026-02-20 06:05:00,67740.46,67871.96,67740.46,67821.33,21.40265604
2026-02-20 06:10:00,67775.0,67872.49,67821.34,67836.36,12.83611341
2026-02-20 06:15:00,67797.25,67869.44,67836.36,67854.44,14.53173659
2026-02-20 06:20:00,67652.66,67854.43,67854.43,67685.39,23.43108316
2026-02-20 06:25:00,67678.01,67752.28,67685.4,67700.92,7.89417733
2026-02-20 06:30:00,67638.14,67817.37,67700.92,67810.0,18.10844975
2026-02-20 06:35:00,67740.69,67810.0,67810.0,67796.45,5.54615969
2026-02-20 06:40:00,67722.0,67822.95,67796.46,67736.18,13.56443283
2026-02-20 06:45:00,67700.01,67849.5,67736.18,67815.31,19.37033162
2026-02-20 06:50:00,67794.23,67872.48,67815.32,67865.99,6.69533925
2026-02-20 06:55:00,67808.99,67866.0,67866.0,67820.71,6.79926919
2026-02-20 07:00:00,67784.64,67845.5,67820.71,67805.03,4.44578598
2026-02-20 07:05:00,67788.22,67836.34,67803.27,67788.22,7.01751114
2026-02-20 07:10:00,67752.09,67809.28,67788.49,67805.93,12.94416
2026-02-20 07:15:00,67805.93,67888.52,67805.93,67831.98,18.332821
2026-02-20 07:20:00,67831.98,67943.7,67831.98,67933.35,20.24294784
2026-02-20 07:25:00,67896.57,67971.82,67933.36,67926.32,25.4193282
2026-02-20 07:30:00,67878.51,67934.45,67926.31,67912.44,13.6868084
2026-02-20 07:35:00,67834.45,67912.44,67912.44,67885.87,22.29209976
2026-02-20 07:40:00,67853.86,67896.58,67885.88,67858.01,9.16304452
2026-02-20 07:45:00,67808.0,67872.49,67858.01,67861.76,6.92670511
2026-02-20 07:50:00,67839.39,67920.64,67861.76,67868.05,13.10702108
2026-02-20 07:55:00,67745.04,67868.05,67868.05,67809.28,23.36700233
2026-02-20 08:00:00,67806.41,67848.41,67809.27,67839.39,17.8468231
2026-02-20 08:05:00,67782.2,67850.0,67839.39,67815.59,12.46499472
2026-02-20 08:10:00,67815.59,67879.07,67815.59,67847.27,16.90644751
2026-02-20 08:15:00,67830.36,67925.77,67847.28,67881.53,30.67459948
2026-02-20 08:20:00,67813.31,67905.6,67881.52,67869.47,15.9783884
2026-02-20 08:25:00,67821.26,67894.0,67869.48,67841.1,9.31095452
2026-02-20 08:30:00,67728.01,67877.99,67841.11,67731.47,15.93698538
2026-02-20 08:35:00,67731.47,67796.0,67731.47,67782.2,4.77440415
2026-02-20 08:40:00,67748.4,67782.2,67782.2,67770.15,4.75015289
2026-02-20 08:45:00,67746.32,67835.77,67766.99,67776.18,9.7154899
2026-02-20 08:50:00,67776.18,67878.84,67776.18,67868.39,9.00873346
2026-02-20 08:55:00,67830.36,67868.52,67868.52,67852.0,6.42662012
2026-02-20 09:00:00,67853.16,68189.99,67853.85,68148.22,151.89985058
2026-02-20 09:05:00,68065.14,68164.0,68148.64,68098.25,21.93167005
2026-02-20 09:10:00,68076.02,68171.89,68098.25,68102.92,23.78204273
