timestamp,low,high,open,close,volume
2026-02-19 23:15:00,82.19,82.3,82.2,82.26,2384.28752917
2026-02-19 23:20:00,82.26,82.44,82.26,82.34,2361.37316973
2026-02-19 23:25:00,82.29,82.39,82.34,82.32,1269.50906413
2026-02-19 23:30:00,82.24,82.37,82.32,82.3,1003.21031031
2026-02-19 23:35:00,82.21,82.35,82.3,82.3,1168.92758846
2026-02-19 23:40:00,82.2,82.3,82.29,82.29,453.47837566
2026-02-19 23:45:00,82.25,82.38,82.3,82.32,2246.11316938
2026-02-19 23:50:00,82.21,82.36,82.33,82.36,1352.34947069
2026-02-19 23:55:00,82.33,82.51,82.36,82.46,7478.62372603
2026-02-20 00:00:00,82.29,82.48,82.46,82.3,2151.30098484
2026-02-20 00:05:00,82.28,82.39,82.29,82.33,1735.32847277
2026-02-20 00:10:00,82.32,82.85,82.32,82.81,13633.38250636
2026-02-20 00:15:00,82.8,83.53,82.8,83.13,41655.07716025
2026-02-20 00:20:00,82.98,83.21,83.13,83.11,3042.18229831
2026-02-20 00:25:00,83.01,83.51,83.11,83.41,16353.9253622
2026-02-20 00:30:00,83.11,83.42,83.4,83.12,2359.44653327
2026-02-20 00:35:00,83.12,83.32,83.12,83.18,1633.00294639
2026-02-20 00:40:00,82.98,83.23,83.18,83.05,3828.75706973
2026-02-20 00:45:00,82.99,83.16,83.04,83.04,3036.47377929
2026-02-20 00:50:00,82.8,83.07,83.05,82.85,11798.61028833
2026-02-20 00:55:00,82.85,82.93,82.85,82.88,1039.74439493
2026-02-20 01:00:00,82.85,82.98,82.88,82.9,1688.13292838
2026-02-20 01:05:00,82.9,83.09,82.92,82.96,2232.05464011
2026-02-20 01:10:00,82.88,83.06,82.97,83.05,2262.50134148
2026-02-20 01:15:00,82.76,83.04,83.04,82.81,3567.62991735
2026-02-20 01:20:00,82.71,83.12,82.83,82.72,5128.68455724
2026-02-20 01:25:00,82.66,82.82,82.71,82.8,3315.54103956
2026-02-20 01:30:00,82.75,82.89,82.8,82.84,732.04114447
2026-02-20 01:35:00,82.8,83.02,82.83,82.96,2855.45700547
2026-02-20 01:40:00,82.94,83.11,82.97,83.05,4292.4069449
2026-02-20 01:45:00,82.77,83.04,83.04,82.79,3067.06536787
2026-02-20 01:50:00,82.72,82.87,82.79,82.82,2878.93302359
2026-02-20 01:55:00,82.8,82.98,82.83,82.98,1529.45815102
2026-02-20 02:00:00,82.91,83.22,82.99,83.19,5356.07876571
2026-02-20 02:05:00,83.11,83.3,83.21,83.12,2561.08355941
2026-02-20 02:10:00,82.87,83.14,83.14,82.99,1015.66480314
2026-02-20 02:15:00,82.97,83.11,82.99,83.06,674.77677634
2026-02-20 02:20:00,82.8,83.07,83.07,82.9,4341.62984311
2026-02-20 02:25:00,82.75,82.91,82.91,82.79,1848.42547868
2026-02-20 02:30:00,82.76,82.94,82.78,82.9,5548.37999036
2026-02-20 02:35:00,82.9,83.12,82.91,83.09,1631.81014507
2026-02-20 02:40:00,82.97,83.15,83.09,83.11,3574.63648116
2026-02-20 02:45:00,82.96,83.11,83.11,82.99,975.70559467
2026-02-20 02:50:00,82.88,83.08,82.99,82.92,967.43770833
2026-02-20 02:55:00,82.87,82.99,82.92,82.89,529.47511669
2026-02-20 03:00:00,82.87,83.03,82.88,83.0,4351.60003462
2026-02-20 03:05:00,82.8,83.0,83.0,82.94,4156.87461053
2026-02-20 03:10:00,82.89,82.95,82.93,82.92,658.87323694
2026-02-20 03:15:00,82.82,82.95,82.92,82.91,3319.94955928
2026-02-20 03:20:00,82.92,83.2,82.92,83.13,1512.00791167
2026-02-20 03:25:00,83.13,83.32,83.13,83.18,7762.11230239
2026-02-20 03:30:00,83.07,83.18,83.17,83.13,1084.79258275
2026-02-20 03:35:00,83.13,83.26,83.13,83.2,2173.86802405
2026-02-20 03:40:00,83.0,83.2,83.19,83.06,2241.17854941
2026-02-20 03:45:00,82.98,83.12,83.06,83.05,881.35097642
2026-02-20 03:50:00,82.95,83.11,83.07,83.07,1066.57842683
2026-02-20 03:55:00,82.97,83.07,83.07,83.0,703.14321003
2026-02-20 04:00:00,82.75,83.07,83.01,82.87,1952.08382266
2026-02-20 04:05:00,82.82,82.99,82.87,82.86,2814.54466021
2026-02-20 04:10:00,82.66,82.85,82.85,82.72,1409.91564872
2026-02-20 04:15:00,82.42,82.89,82.72,82.47,2990.77869948
2026-02-20 04:20:00,82.35,82.65,82.46,82.63,9487.47887502
2026-02-20 04:25:00,82.56,82.69,82.63,82.57,1269.16584375
2026-02-20 04:30:00,82.52,82.81,82.55,82.69,1726.26737161
2026-02-20 04:35:00,82.7,82.87,82.7,82.86,1999.24744918
2026-02-20 04:40:00,82.86,82.96,82.86,82.89,931.81676651
2026-02-20 04:45:00,82.72,82.88,82.88,82.76,1248.7152521
2026-02-20 04:50:00,82.67,82.79,82.77,82.71,5030.86127879
2026-02-20 04:55:00,82.59,82.73,82.72,82.67,1223.08374906
2026-02-20 05:00:00,82.61,82.77,82.67,82.68,1171.57990986
2026-02-20 05:05:00,82.5,82.7,82.68,82.6,5884.84647172
2026-02-20 05:10:00,82.54,82.66,82.6,82.57,2535.90290319
2026-02-20 05:15:00,82.44,82.58,82.56,82.53,2560.19613154
2026-02-20 05:20:00,82.48,82.73,82.53,82.7,1742.59116138
2026-02-20 05:25:00,82.67,82.92,82.69,82.83,1309.16161203
2026-02-20 05:30:00,82.82,83.7,82.82,83.6,10005.76561208
2026-02-20 05:35:00,83.31,83.7,83.59,83.33,3949.59319849
2026-02-20 05:40:00,83.22,83.48,83.34,83.47,3658.60607296
2026-02-20 05:45:00,83.35,83.58,83.46,83.53,9237.8597981
2026-02-20 05:50:00,83.32,83.6,83.53,83.33,750.54146383
2026-02-20 05:55:00,83.16,83.37,83.32,83.24,1562.90613456
2026-02-20 06:00:00,83.17,83.31,83.26,83.24,2644.15368739
2026-02-20 06:05:00,83.21,83.41,83.24,83.36,1061.80110875
2026-02-20 06:10:00,83.32,83.44,83.36,83.37,1808.80733537
2026-02-20 06:15:00,83.33,83.45,83.38,83.41,1437.27780658
2026-02-20 06:20:00,83.12,83.41,83.41,83.15,1654.57068407
2026-02-20 06:25:00,83.13,83.27,83.14,83.22,1576.76026177
2026-02-20 06:30:00,83.13,83.54,83.21,83.54,6467.83431136
2026-02-20 06:35:00,83.48,83.56,83.54,83.52,3012.38580549
2026-02-20 06:40:00,83.39,83.57,83.51,83.43,2455.64657684
2026-02-20 06:45:00,83.36,83.62,83.44,83.57,2642.53560395
2026-02-20 06:50:00,83.55,83.63,83.58,83.62,2427.50186149
2026-02-20 06:55:00,83.6,83.7,83.62,83.69,1004.93826941
