timestamp,low,high,open,close,volume
2026-02-19 23:15:00,1944.2,1947.33,1944.28,1946.4,191.85945634
2026-02-19 23:20:00,1946.32,1949.87,1946.38,1947.95,311.47437196
2026-02-19 23:25:00,1947.41,1949.58,1948.1,1949.4,109.41446529
2026-02-19 23:30:00,1947.94,1950.5,1949.44,1949.77,163.66482159
2026-02-19 23:35:00,1947.49,1950.5,1949.74,1949.03,165.69017726
2026-02-19 23:40:00,1947.72,1949.38,1949.01,1949.16,95.0374786
2026-02-19 23:45:00,1946.76,1950.49,1949.15,1947.38,217.40889239
2026-02-19 23:50:00,1945.08,1948.11,1947.61,1948.05,137.62776561
2026-02-19 23:55:00,1947.23,1949.48,1948.04,1948.16,179.65418732
2026-02-20 00:00:00,1946.34,1950.9,1948.19,1947.07,135.18322484
2026-02-20 00:05:00,1947.12,1950.0,1947.27,1949.38,122.78763066
2026-02-20 00:10:00,1948.83,1954.5,1949.1,1954.05,319.06277301
2026-02-20 00:15:00,1951.83,1956.47,1954.05,1952.0,453.61159804
2026-02-20 00:20:00,1951.12,1954.32,1952.0,1953.51,112.67247171
2026-02-20 00:25:00,1953.03,1963.2,1953.6,1962.39,539.19502305
2026-02-20 00:30:00,1958.17,1963.48,1962.38,1958.86,312.49432178
2026-02-20 00:35:00,1958.29,1960.4,1958.84,1959.38,195.44787695
2026-02-20 00:40:00,1957.17,1959.81,1959.49,1958.99,185.15356308
2026-02-20 00:45:00,1958.1,1961.65,1958.98,1960.17,353.21145583
2026-02-20 00:50:00,1956.71,1960.7,1960.17,1957.24,110.42208327
2026-02-20 00:55:00,1956.2,1957.81,1957.23,1956.59,128.66159748
2026-02-20 01:00:00,1956.16,1958.72,1956.94,1958.42,196.67483942
2026-02-20 01:05:00,1956.8,1960.08,1958.42,1958.16,141.57512874
2026-02-20 01:10:00,1957.45,1960.92,1958.28,1960.44,133.54676531
2026-02-20 01:15:00,1954.87,1960.32,1960.32,1955.35,175.66243896
2026-02-20 01:20:00,1953.48,1957.8,1955.35,1953.48,150.2215335
2026-02-20 01:25:00,1953.16,1954.75,1953.48,1954.53,59.13056098
2026-02-20 01:30:00,1953.96,1955.7,1954.47,1954.55,39.46501501
2026-02-20 01:35:00,1954.56,1957.65,1954.68,1956.59,199.59789757
2026-02-20 01:40:00,1956.29,1958.1,1956.58,1956.96,96.49284309
2026-02-20 01:45:00,1950.81,1956.84,1956.84,1951.09,207.00786183
2026-02-20 01:50:00,1948.81,1953.0,1951.1,1951.57,428.25787671
2026-02-20 01:55:00,1951.57,1953.33,1951.66,1952.75,168.70609694
2026-02-20 02:00:00,1950.76,1955.63,1952.75,1955.17,177.29100155
2026-02-20 02:05:00,1954.24,1955.75,1955.16,1954.4,57.25523043
2026-02-20 02:10:00,1950.23,1955.21,1954.35,1951.52,163.6167676
2026-02-20 02:15:00,1950.84,1952.49,1951.51,1952.27,99.16239615
2026-02-20 02:20:00,1947.97,1952.35,1952.22,1949.0,314.98047427
2026-02-20 02:25:00,1947.08,1948.87,1948.76,1947.68,177.48224401
2026-02-20 02:30:00,1947.54,1949.54,1947.79,1948.45,369.73478841
2026-02-20 02:35:00,1948.44,1953.89,1948.62,1953.2,178.9940901
2026-02-20 02:40:00,1951.95,1954.33,1953.33,1954.06,80.5846831
2026-02-20 02:45:00,1952.11,1954.12,1954.11,1952.42,104.72168511
2026-02-20 02:50:00,1949.09,1953.36,1952.43,1950.18,88.63624822
2026-02-20 02:55:00,1948.8,1950.4,1950.18,1948.84,70.90229864
2026-02-20 03:00:00,1948.74,1952.58,1948.74,1952.34,94.15351187
