timestamp,price,market_cap,volume
2025-05-11 18:00:00,103994.061616746,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-12 18:00:00,102876.8304286011,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-13 18:00:00,104184.49039270742,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-14 18:00:00,103594.42575090709,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-15 18:00:00,103708.85136423641,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-16 18:00:00,103556.03493982446,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-17 18:00:00,103212.36483885496,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-18 18:00:00,106030.6376831359,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-19 18:00:00,105629.41580436694,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-20 18:00:00,106786.71995834043,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-21 18:00:00,109665.86371625263,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-22 18:00:00,111560.356938144,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-23 18:00:00,107216.66856870624,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-24 18:00:00,107831.36374380375,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-25 18:00:00,108861.81037744327,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-26 18:00:00,109377.71513263129,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-27 18:00:00,109068.45694901445,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-28 18:00:00,107838.18431100152,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-29 18:00:00,105745.41660358038,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-30 18:00:00,104010.91956242644,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-05-31 18:00:00,104687.50742934884,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-01 18:00:00,105710.00593822816,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-02 18:00:00,105884.74263221149,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-03 18:00:00,105434.47745144971,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-04 18:00:00,104812.9182188067,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-05 18:00:00,101650.7387545425,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-06 18:00:00,104409.74967959142,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-07 18:00:00,105681.4546141758,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-08 18:00:00,105692.24740699006,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-09 18:00:00,110261.57485948496,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-10 18:00:00,110212.73252109604,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-11 18:00:00,108679.9760916168,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-12 18:00:00,105979.22902375912,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-13 18:00:00,106045.56440819203,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-14 18:00:00,105482.90611628917,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-15 18:00:00,105554.49383061715,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-16 18:00:00,106951.2720181497,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-17 18:00:00,104683.42479835715,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-18 18:00:00,104722.695052907,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-19 18:00:00,104690.65002458123,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-20 18:00:00,103290.105144757,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-21 18:00:00,101532.5683847329,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-22 18:00:00,100852.58264648831,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-23 18:00:00,105511.62437933135,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-24 18:00:00,105976.06929808448,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-25 18:00:00,107238.53045016268,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-26 18:00:00,106984.01253775663,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
